,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference,Status
0,2004-01-30 19:01:02,1075507262.0,a,0.407,36.65,0.0,1131.130005,0.0,0.0,underperform
1,2004-04-13 04:07:11,1081843631.0,a,0.375,31.87,-13.0422919509,1129.439941,-0.149413771408,-12.8928781795,underperform
2,2004-12-13 21:37:34,1102991854.0,a,0.323,23.84,-34.9522510232,1198.680054,5.97190850755,-40.9241595307,underperform
3,2005-01-22 05:17:19,1106389039.0,a,0.322,21.8,-40.5184174625,1167.869995,3.24807845584,-43.7664959183,underperform
4,2006-01-09 02:35:16,1136792116.0,a,0,34.65,-5.45702592087,1290.150024,14.0585094814,-19.5155354023,underperform
5,2006-06-21 11:01:16,1150902076.0,a,0.368,32.18,-12.1964529332,1252.199951,10.7034510149,-22.8999039481,underperform
6,2006-08-19 10:42:01,1155998521.0,a,0.396,31.8,-13.2332878581,1302.300049,15.1326587787,-28.3659466368,underperform
7,2007-02-20 17:46:56,1172011616.0,a,0.411,32.48,-11.377899045,1459.680054,29.0461792674,-40.4240783125,underperform
8,2007-04-12 05:07:51,1176368871.0,a,0.411,34.62,-5.53888130969,1447.800049,27.9959016736,-33.5347829833,underperform
9,2008-01-23 19:28:50,1201134530.0,a,0.645,32.16,-12.2510231924,1338.599976,18.3418325111,-30.5928557035,underperform
10,2008-02-14 04:44:34,1202982274.0,a,0.645,32.68,-10.8321964529,1348.859985,19.248890847,-30.0810872999,underperform
11,2008-04-26 04:49:23,1209199763.0,a,0.67,31.53,-13.9699863574,1397.839966,23.5790722394,-37.5490585968,underperform
12,2008-12-06 19:21:33,1228609293.0,a,0.83,17.26,-52.9058663029,876.070007,-22.5491320072,-30.3567342957,underperform
13,2009-08-02 05:46:24,1249206384.0,a,N/A,23.22,-36.6439290587,987.47998,-12.6996918449,-23.9442372138,underperform
14,2011-08-02 06:45:37,1312281937.0,a,54.36,40.79,11.2960436562,1254.050049,10.867012939,0.42903071723,outperform
15,2011-11-08 05:04:16,1320746656.0,a,51.62,37.74,2.97407912688,1275.920044,12.8004772537,-9.82639812684,underperform
16,2004-04-13 04:20:10,1081844410.0,aa,0.595,34.26,0.0,1129.439941,0.0,0.0,underperform
17,2004-09-09 16:15:45,1094760945.0,aa,0.561,32.89,-3.99883245768,1118.380005,-0.979240736803,-3.01959172087,underperform
18,2004-11-24 10:37:20,1101310640.0,aa,0.53,33.58,-1.9848219498,1181.76001,4.63239054161,-6.6172124914,underperform
19,2004-12-05 00:36:42,1102225002.0,aa,0.53,32.86,-4.08639813193,1191.170044,5.4655498499,-9.55194798183,underperform
20,2005-01-13 07:18:32,1105618712.0,aa,0.457,29.43,-14.0980735552,1177.449951,4.25078025464,-18.3488538098,underperform
21,2005-02-07 03:48:37,1107766117.0,aa,0.457,29.37,-14.2732049037,1201.719971,6.39963466636,-20.67283957,underperform
22,2005-05-22 08:48:23,1116766103.0,aa,0.543,27.45,-19.877408056,1189.280029,5.29820894655,-25.1756170026,underperform
23,2006-06-20 04:32:21,1150792341.0,aa,0.526,29.1,-15.061295972,1240.119995,9.79955197104,-24.860847943,underperform
24,2007-01-25 19:09:37,1169770177.0,aa,0.494,31.46,-8.17279626386,1423.900024,26.0713360942,-34.244132358,underperform
25,2007-02-23 09:03:42,1172239422.0,aa,0.494,34.75,1.43023934618,1451.189941,28.4875705489,-27.0573312027,underperform
26,2007-05-16 21:12:47,1179364367.0,aa,0.494,39.04,13.9521307647,1514.140015,34.0611359697,-20.109005205,underperform
27,2007-06-22 06:39:12,1182508752.0,aa,0.503,40.34,17.7466433158,1502.560059,33.035852944,-15.2892096282,underperform
28,2007-10-11 20:57:59,1192150679.0,aa,0.47,38.08,11.1500291886,1554.410034,37.6266216178,-26.4765924292,underperform
29,2008-01-23 16:05:53,1201122353.0,aa,0.499,28.04,-18.155283129,1338.599976,18.5189160935,-36.6741992225,underperform
30,2008-10-28 00:52:22,1225169542.0,aa,0.672,9.04,-73.613543491,940.51001,-16.727753654,-56.885789837,underperform
31,2008-12-05 01:03:15,1228456995.0,aa,0.672,8.06,-76.4740221833,876.070007,-22.4332365806,-54.0407856027,underperform
32,2008-12-06 09:33:46,1228574026.0,aa,0.672,8.15,-76.2113251605,876.070007,-22.4332365806,-53.77808858,underperform
33,2008-12-18 10:54:07,1229615647.0,aa,0.672,10.35,-69.7898423818,885.280029,-21.6177862263,-48.1720561555,underperform
34,2009-03-09 18:17:50,1236637070.0,aa,N/A,5.49,-83.9754816112,676.530029,-40.1003980432,-43.875083568,underperform
35,2011-09-03 09:21:23,1315056083.0,aa,48.26,12.04,-64.8569760654,1173.969971,3.94266471226,-68.7996407776,underperform
36,2011-11-02 22:04:47,1320285887.0,aa,50.93,10.7,-68.7682428488,1237.900024,9.60299694236,-78.3712397912,underperform
37,2011-11-05 21:29:24,1320542964.0,aa,50.93,10.93,-68.0969060128,1253.22998,10.9603029348,-79.0572089476,underperform
38,2012-01-02 19:42:06,1325551326.0,aa,50.93,8.65,-74.7518972563,1257.599976,11.3472200112,-86.0991172675,underperform
39,2003-12-07 10:36:10,1070811370.0,aapl,0.072,20.85,0.0,1061.5,0.0,0.0,underperform
40,2004-02-03 07:33:34,1075811614.0,aapl,0.07,22.32,7.05035971223,1136.030029,7.02119915214,0.029160560087,outperform
41,2004-06-03 01:20:38,1086240038.0,aapl,0,28.92,38.7050359712,1116.640015,5.19453744701,33.5104985242,outperform
42,2004-08-10 02:02:44,1092117764.0,aapl,0,30.3,45.3237410072,1079.040039,1.65238238342,43.6713586238,outperform
43,2004-10-12 05:40:57,1097574057.0,aapl,0,38.59,85.0839328537,1121.839966,5.68440565238,79.3995272013,outperform
44,2004-12-04 14:16:51,1102187811.0,aapl,0,62.68,200.623501199,1191.170044,12.2157365992,188.4077646,outperform
45,2005-01-26 15:16:47,1106770607.0,aapl,0,71.94,245.035971223,1174.069946,10.6047994348,234.431171788,outperform
46,2005-02-04 03:07:08,1107504428.0,aapl,0,77.81,273.189448441,1203.030029,13.3330220443,259.856426397,outperform
47,2005-03-01 10:36:03,1109691363.0,aapl,0,44.86,115.1558753,1210.410034,14.0282650966,101.127610203,outperform
48,2005-12-17 11:55:53,1134838553.0,aapl,0,71.11,241.055155875,1267.319946,19.3895380122,221.665617863,outperform
49,2006-01-25 09:43:52,1138200232.0,aapl,0,76.04,264.700239808,1264.680054,19.1408435233,245.559396285,outperform
50,2006-02-03 13:49:59,1138992599.0,aapl,0,72.1,245.803357314,1264.030029,19.0796070655,226.723750249,outperform
51,2006-02-07 09:17:30,1139321850.0,aapl,0,67.3,222.78177458,1254.780029,18.2081986811,204.573575899,outperform
52,2006-02-17 15:01:01,1140206461.0,aapl,0,70.21,236.738609113,1287.23999,21.2661318888,215.472477224,outperform
53,2007-02-17 21:52:03,1171767123.0,aapl,N/A,84.83,306.858513189,1455.540039,37.1210587847,269.737454405,outperform
54,2007-02-19 17:27:55,1171924075.0,aapl,N/A,84.83,306.858513189,1455.540039,37.1210587847,269.737454405,outperform
55,2008-01-23 06:28:45,1201087725.0,aapl,N/A,155.64,646.474820144,1338.599976,26.1045667452,620.370253399,outperform
56,2008-10-27 05:55:02,1225101302.0,aapl,N/A,96.38,362.254196643,848.919983,-20.0263793688,382.280576012,outperform
57,2008-10-29 21:14:51,1225329291.0,aapl,N/A,104.55,401.438848921,930.090027,-12.3796488931,413.818497814,outperform
58,2008-10-31 22:34:03,1225506843.0,aapl,N/A,107.59,416.019184652,968.75,-8.73763542157,424.756820074,outperform
59,2008-12-03 23:41:54,1228365714.0,aapl,N/A,95.9,359.952038369,870.73999,-17.9707969854,377.922835355,outperform
60,2008-12-07 14:27:24,1228678044.0,aapl,N/A,94.0,350.839328537,876.070007,-17.4686757419,368.308004279,outperform
61,2008-12-16 01:57:34,1229410654.0,aapl,N/A,94.75,354.436450839,913.179993,-13.972680829,368.409131668,outperform
62,2008-12-17 02:12:01,1229497921.0,aapl,N/A,95.43,357.697841727,904.419983,-14.7979290626,372.495770789,outperform
63,2009-01-01 01:31:55,1230791515.0,aapl,N/A,85.35,309.352517986,903.25,-14.908148846,324.260666832,outperform
64,2009-01-12 07:25:12,1231763112.0,aapl,N/A,90.58,334.436450839,870.26001,-18.0160141309,352.45246497,outperform
65,2009-10-22 17:48:46,1256248126.0,aapl,N/A,204.211,879.429256595,1092.910034,2.95902345737,876.470233137,outperform
66,2009-11-12 14:53:38,1258055618.0,aapl,N/A,204.096,878.877697842,1087.23999,2.42486952426,876.452828317,outperform
67,2011-05-22 15:41:19,1306093279.0,aapl,N/A,335.22,1507.76978417,1333.27002,25.6024512482,1482.16733292,outperform
68,2011-09-02 04:10:00,1314951000.0,aapl,N/A,381.03,1727.48201439,1173.969971,10.5953811587,1716.88663323,outperform
69,2011-09-24 00:15:37,1316837737.0,aapl,N/A,404.3,1839.08872902,1136.430054,7.05888403203,1832.02984498,outperform
70,2011-09-24 05:43:35,1316857415.0,aapl,N/A,404.3,1839.08872902,1136.430054,7.05888403203,1832.02984498,outperform
71,2011-10-08 05:59:01,1318067941.0,aapl,N/A,369.8,1673.62110312,1155.459961,8.85162138483,1664.76948173,outperform
72,2011-10-14 06:15:31,1318587331.0,aapl,N/A,408.43,1858.89688249,1224.579956,15.363161187,1843.53372131,outperform
73,2011-11-03 17:19:46,1320355186.0,aapl,N/A,399.21,1814.67625899,1261.150024,18.8082924164,1795.86796658,outperform
74,2012-01-08 08:59:52,1326031192.0,aapl,N/A,422.4,1925.89928058,1277.810059,20.3777728686,1905.52150771,outperform
75,2003-10-26 16:06:32,1067202392.0,abc,0.592,57.01,0.0,1028.910034,0.0,0.0,underperform
76,2004-01-28 07:37:34,1075293454.0,abc,0.429,56.36,-1.14015085073,1128.47998,9.67722567666,-10.8173765274,underperform
77,2004-05-16 19:24:15,1084749855.0,abc,0.412,58.97,3.4379933345,1095.699951,6.49132720966,-3.05333387516,underperform
78,2004-10-20 01:31:26,1098250286.0,abc,0.331,52.1,-8.61252411858,1103.660034,7.26496948517,-15.8774936038,underperform
79,2005-01-08 07:45:42,1105188342.0,abc,0.332,57.9,1.56112962638,1186.189941,15.2860698995,-13.7249402731,underperform
80,2005-03-30 19:52:42,1112230362.0,abc,0.291,55.44,-2.75390282407,1181.410034,14.821509652,-17.5754124761,underperform
81,2005-05-26 01:50:44,1117086644.0,abc,0.23,65.93,15.6463778285,1197.619995,16.3969594449,-0.750581616499,underperform
82,2005-12-04 08:46:13,1133703973.0,abc,0.223,79.46,39.3790563059,1265.079956,22.9534083832,16.4256479227,outperform
83,2007-02-20 06:12:02,1171969922.0,abc,0.308,54.9,-3.70110506929,1459.680054,41.8666361261,-45.5677411954,underperform
84,2007-04-05 16:11:07,1175803867.0,abc,0.308,53.94,-5.3850201719,1443.76001,40.3193634323,-45.7043836042,underperform
85,2008-01-23 20:34:05,1201138445.0,abc,0.396,45.55,-20.1017365374,1338.599976,30.0988358327,-50.2005723702,underperform
86,2009-02-09 08:47:34,1234187254.0,abc,N/A,38.76,-32.011927732,869.890015,-15.4551917802,-16.5567359518,underperform
87,2010-08-21 11:26:32,1282404392.0,abc,N/A,28.92,-49.2720575338,1071.689941,4.15778888205,-53.4298464158,underperform
88,2011-07-08 00:04:15,1310097855.0,abc,42.86,43.05,-24.4869321172,1343.800049,30.6042321092,-55.0911642264,underperform
89,2004-09-20 13:31:02,1095701462.0,abt,0.543,42.92,0.0,1122.199951,0.0,0.0,underperform
90,2004-10-23 22:48:08,1098586088.0,abt,0.543,40.86,-4.79962721342,1095.73999,-2.35786510028,-2.44176211314,underperform
91,2005-01-25 12:44:11,1106675051.0,abt,0.508,45.93,7.01304753029,1168.410034,4.11781188894,2.89523564135,outperform
92,2005-02-28 19:21:54,1109636514.0,abt,0.508,45.61,6.26747437092,1203.599976,7.25361152685,-0.986137155924,underperform
93,2006-06-17 18:01:01,1150581661.0,abt,0.436,42.78,-0.326188257223,1251.540039,11.5255831089,-11.8517713661,underperform
94,2006-07-18 12:32:14,1153240334.0,abt,0.436,44.48,3.63466915191,1236.859985,10.217433524,-6.58276437211,underperform
95,2007-01-13 21:19:42,1168741182.0,abt,0.604,50.45,17.5442684063,1430.72998,27.493320484,-9.94905207769,underperform
96,2007-03-23 02:47:40,1174632460.0,abt,0.883,54.5,26.9804287046,1436.109985,27.9727363845,-0.992307679914,underperform
97,2007-04-10 20:13:09,1176250389.0,abt,0.883,57.11,33.0615097856,1448.390015,29.0670182002,3.99449158543,outperform
98,2007-06-03 02:36:35,1180852595.0,abt,0.871,56.3,31.174277726,1536.339966,36.9042980826,-5.73002035661,underperform
99,2007-07-04 07:59:19,1183550359.0,abt,0.871,54.32,26.5610438024,1524.869995,35.8822011747,-9.32115737226,underperform
100,2008-01-23 23:41:45,1201149705.0,abt,0.784,57.97,35.0652376514,1338.599976,19.2835532391,15.7816844124,outperform
101,2008-04-28 03:46:55,1209368815.0,abt,0.687,51.28,19.4780987884,1396.369995,24.4314788782,-4.95338008978,underperform
102,2008-10-23 21:57:42,1224813462.0,abt,0.732,55.02,28.1919850885,908.109985,-19.0777023123,47.2696874008,outperform
103,2008-12-25 05:30:56,1230201056.0,abt,0.546,52.65,22.670083877,868.150024,-22.6385615838,45.3086454607,outperform
104,2011-08-05 04:11:33,1312531893.0,abt,76.17,48.77,13.6300093197,1199.380005,6.8775670442,6.75244227546,outperform
105,2011-09-02 09:24:27,1314969867.0,abt,68.83,51.94,21.0158434296,1173.969971,4.61326165216,16.4025817775,outperform
106,2011-11-02 06:21:21,1320229281.0,abt,68.83,52.76,22.9263746505,1237.900024,10.3101121059,12.6162625447,outperform
107,2012-01-01 23:13:40,1325477620.0,abt,67.73,56.23,31.0111835974,1257.599976,12.0655882117,18.9455953857,outperform
108,2004-08-16 22:53:27,1092711207.0,ace,0.26,39.1,0.0,1079.339966,0.0,0.0,underperform
109,2004-10-10 11:27:42,1097422062.0,ace,0.26,41.04,4.96163682864,1122.140015,3.96539091929,0.996245909357,outperform
110,2005-01-13 13:27:29,1105640849.0,ace,0.21,42.76,9.36061381074,1177.449951,9.08981304228,0.270800768462,outperform
111,2007-02-20 18:32:05,1172014325.0,ace,0.171,58.6,49.8721227621,1459.680054,35.2382103861,14.6339123761,outperform
112,2007-04-05 15:54:06,1175802846.0,ace,0.171,57.24,46.3938618926,1443.76001,33.7632308151,12.6306310775,outperform
113,2008-01-23 21:48:58,1201142938.0,ace,0.154,59.98,53.4015345269,1338.599976,24.020236271,29.3812982559,outperform
114,2010-07-18 23:43:13,1279510993.0,ace,N/A,53.7,37.3401534527,1064.880005,-1.33970402797,38.6798574807,outperform
115,2010-12-07 07:29:30,1291724970.0,ace,23.09,59.06,51.0485933504,1223.75,13.3794762122,37.6691171382,outperform
116,2011-08-11 20:49:00,1313110140.0,ace,27.70,63.42,62.199488491,1172.640015,8.64417625021,53.5553122408,outperform
117,2003-12-15 23:12:24,1071547944.0,aci,1.074,30.78,0.0,1068.040039,0.0,0.0,underperform
118,2005-01-24 04:33:07,1106559187.0,aci,1.18,34.52,12.1507472385,1163.75,8.96127087985,3.18947635862,outperform
119,2005-02-05 03:36:51,1107592611.0,aci,1.18,38.4,24.7563352827,1203.030029,12.6390383385,12.1172969441,outperform
120,2005-03-30 06:50:28,1112183428.0,aci,0.936,41.15,33.6907082521,1181.410034,10.6147701266,23.0759381255,outperform
121,2006-05-24 04:17:01,1148458621.0,aci,0.854,46.39,50.7147498376,1258.569946,17.8392101459,32.8755396916,outperform
122,2007-03-11 21:41:07,1173663667.0,aci,0.86,30.08,-2.27420402859,1402.839966,31.3471325769,-33.6213366055,underperform
123,2007-04-07 18:52:27,1175986347.0,aci,0.86,33.93,10.2339181287,1443.76001,35.1784537359,-24.9445356072,underperform
124,2008-03-02 17:50:27,1204498227.0,aci,0.851,51.09,65.9844054581,1330.630005,24.5861537406,41.3982517175,outperform
125,2008-06-05 02:23:56,1212647036.0,aci,0.899,67.52,119.363222872,1404.050049,31.4604319811,87.9027908909,outperform
126,2008-10-08 20:51:28,1223513488.0,aci,0.772,25.11,-18.4210526316,984.940002,-7.78061064806,-10.6404419835,underperform
127,2008-12-05 05:35:57,1228473357.0,aci,0.767,11.93,-61.241065627,876.070007,-17.9740482557,-43.2670173713,underperform
128,2009-08-01 05:52:40,1249120360.0,aci,N/A,17.41,-43.4372969461,987.47998,-7.54279390831,-35.8945030378,underperform
129,2011-08-18 01:16:41,1313644601.0,aci,118.77,19.7,-35.9974009097,1140.650024,6.79843286287,-42.7958337726,underperform
130,2003-11-08 10:24:47,1068305087.0,acn,0.076,25.05,0.0,1053.209961,0.0,0.0,underperform
131,2004-11-28 23:13:49,1101701629.0,acn,0.023,25.94,3.55289421158,1182.650024,12.2900530562,-8.73715884462,underperform
132,2004-12-10 06:26:24,1102677984.0,acn,0.023,26.2,4.59081836327,1188.0,12.7980216663,-8.20720330299,underperform
133,2005-02-10 03:10:56,1108023056.0,acn,0.023,25.51,1.83632734531,1197.01001,13.6535025612,-11.8171752159,underperform
134,2005-04-04 05:07:40,1112605660.0,acn,0.023,24.44,-2.43512974052,1176.119995,11.6700409749,-14.1051707154,underperform
135,2005-09-04 02:06:58,1125814018.0,acn,0.04,25.31,1.0379241517,1218.02002,15.6483574124,-14.6104332607,underperform
136,2006-06-03 23:44:14,1149392654.0,acn,0.045,27.89,11.3373253493,1288.219971,22.3136904038,-10.9763650545,underperform
137,2006-08-22 00:50:41,1156222241.0,acn,0.034,28.57,14.0518962076,1298.819946,23.3201350248,-9.26823881723,underperform
138,2006-08-22 06:44:05,1156243445.0,acn,0.034,28.57,14.0518962076,1298.819946,23.3201350248,-9.26823881723,underperform
139,2006-08-27 03:22:58,1156663378.0,acn,0.034,28.36,13.2135728543,1295.089966,22.965981519,-9.75240866475,underperform
140,2006-11-02 16:40:55,1162503655.0,acn,0.027,32.96,31.5768463074,1367.339966,29.8259622138,1.75088409357,outperform
141,2006-11-11 01:01:42,1163224902.0,acn,0.027,33.87,35.2095808383,1380.900024,31.1134602913,4.096120547,outperform
142,2006-12-03 00:17:12,1165123032.0,acn,0.027,33.81,34.9700598802,1396.709961,32.6145794969,2.3554803833,outperform
143,2007-03-14 19:10:39,1173913839.0,acn,0.018,35.39,41.2774451098,1387.170044,31.7087850824,9.56866002737,outperform
144,2007-05-05 07:47:14,1178365634.0,acn,0.015,39.1,56.0878243513,1505.619995,42.9553508562,13.1324734951,outperform
145,2007-06-05 04:17:34,1181031454.0,acn,0.015,41.24,64.630738523,1530.949951,45.3603752044,19.2703633185,outperform
146,2007-07-06 07:06:36,1183719996.0,acn,0.015,42.81,70.8982035928,1530.439941,45.3119508618,25.586252731,outperform
147,2008-04-07 01:42:51,1207546971.0,acn,0.004,36.77,46.7864271457,1372.540039,30.3196978594,16.4667292863,outperform
148,2008-10-18 23:21:07,1224386467.0,acn,0.003,31.4,25.3493013972,940.549988,-10.6968199288,36.046121326,outperform
149,2008-12-02 16:28:13,1228253293.0,acn,0.003,29.98,19.6806387226,848.809998,-19.4073328746,39.0879715972,outperform
150,2008-12-21 20:10:46,1229908246.0,acn,0.001,32.21,28.5828343313,887.880005,-15.6977205042,44.2805548355,outperform
151,2009-08-10 19:40:05,1249947605.0,acn,N/A,35.85,43.1137724551,1007.099976,-4.37804300258,47.4918154577,outperform
152,2011-09-01 16:51:37,1314910297.0,acn,0.11,53.62,114.051896208,1204.420044,14.3570692074,99.6948270002,outperform
153,2011-11-08 00:40:19,1320730819.0,acn,0.10,58.0,131.536926148,1275.920044,21.1458390299,110.391087118,outperform
154,2004-01-25 05:32:05,1075026725.0,adbe,0,38.04,0.0,1141.550049,0.0,0.0,underperform
155,2004-08-21 23:10:00,1093144200.0,adbe,0,46.09,21.1619348055,1098.349976,-3.7843345579,24.9462693634,outperform
156,2004-11-12 17:19:37,1100297977.0,adbe,0,58.1,52.7339642482,1184.170044,3.73351961549,49.0004446327,outperform
157,2005-02-07 16:20:07,1107811207.0,adbe,0,63.67,67.3764458465,1201.719971,5.27089653692,62.1055493096,outperform
158,2005-04-05 04:12:22,1112688742.0,adbe,0,66.58,75.0262881178,1181.390015,3.48998854977,71.536299568,outperform
159,2005-08-31 10:51:30,1125499890.0,adbe,0,27.12,-28.7066246057,1220.329956,6.90113473947,-35.6077593452,underperform
160,2006-02-21 13:18:21,1140545901.0,adbe,0,37.8,-0.630914826498,1283.030029,12.3936729821,-13.0245878086,underperform
161,2006-04-07 10:36:37,1144420597.0,adbe,0,36.1,-5.09989484753,1295.5,13.486044798,-18.5859396456,underperform
162,2006-06-23 19:31:40,1151105500.0,adbe,N/A,30.5,-19.8212407992,1244.5,9.01843516105,-28.8396759602,underperform
163,2006-11-28 09:44:25,1164725065.0,adbe,N/A,40.22,5.73080967403,1386.719971,21.4769314946,-15.7461218205,underperform
164,2007-01-27 16:50:33,1169934633.0,adbe,N/A,39.26,3.20715036803,1422.180054,24.5832414659,-21.3760910979,underperform
165,2007-03-09 02:36:54,1173425814.0,adbe,N/A,39.08,2.73396424816,1402.839966,22.8890461026,-20.1550818545,underperform
166,2007-03-15 06:30:18,1173954618.0,adbe,N/A,39.3,3.31230283912,1392.280029,21.963993626,-18.6516907869,underperform
167,2007-03-28 17:43:54,1175118234.0,adbe,N/A,42.14,10.778128286,1417.22998,24.1496140482,-13.3714857621,underperform
168,2007-04-29 08:01:44,1177848104.0,adbe,N/A,42.89,12.7497371188,1494.069946,30.8808095895,-18.1310724706,underperform
169,2007-04-30 09:07:29,1177938449.0,adbe,N/A,42.89,12.7497371188,1482.369995,29.855891671,-17.1061545522,underperform
170,2007-05-01 10:38:04,1178030284.0,adbe,N/A,41.56,9.25341745531,1486.300049,30.2001651441,-20.9467476887,underperform
171,2007-05-30 21:47:54,1180576074.0,adbe,N/A,43.22,13.6172450053,1530.22998,34.0484354007,-20.4311903954,underperform
172,2007-05-31 04:45:00,1180601100.0,adbe,N/A,43.22,13.6172450053,1530.619995,34.0826007884,-20.4653557831,underperform
173,2007-06-30 20:56:00,1183251360.0,adbe,N/A,40.15,5.54679284963,1503.349976,31.693741971,-26.1469491214,underperform
174,2007-10-18 06:04:41,1192701881.0,adbe,N/A,45.97,20.8464773922,1540.079956,34.9112951595,-14.0648177673,underperform
175,2008-01-23 23:45:57,1201149957.0,adbe,N/A,34.33,-9.75289169295,1338.599976,17.2616108398,-27.0145025328,underperform
176,2008-12-04 14:30:57,1228419057.0,adbe,0.08,22.54,-40.7465825447,845.219971,-25.9585708274,-14.7880117173,underperform
177,2008-12-05 00:15:55,1228454155.0,adbe,0.08,20.44,-46.2670872766,876.070007,-23.2561018444,-23.0109854322,underperform
178,2008-12-17 11:42:55,1229532175.0,adbe,0.08,22.32,-41.3249211356,904.419983,-20.7726385898,-20.5522825459,underperform
179,2008-12-20 21:49:14,1229827754.0,adbe,0.079,22.13,-41.8243953733,887.880005,-22.221543788,-19.6028515853,underperform
180,2011-04-24 04:02:44,1303632164.0,adbe,28.03,33.48,-11.9873817035,1337.380005,17.1547411497,-29.1421228532,underperform
181,2011-08-05 04:11:46,1312531906.0,adbe,28.17,26.15,-31.2565720294,1199.380005,5.06591507316,-36.3224871026,underperform
182,2011-09-25 13:42:54,1316972574.0,adbe,28.17,24.88,-34.5951629863,1136.430054,-0.448512529476,-34.1466504569,underperform
